session_id,pages_viewed,time_on_site_min,items_added,cart_total_gbp,used_discount_code,is_returning,device_mobile,hour_of_day,prev_orders,completed
901490,7,4.8,0,0.0,0,0,0,21,0,0
901491,8,4.2,0,0.0,0,1,0,16,0,0
901492,9,4.2,0,0.0,0,1,1,23,5,1
901493,10,0.1,1,52.3,0,0,1,5,0,0
901494,6,6.0,0,0.0,0,1,1,18,3,0
901495,1,1.5,2,34.48,0,1,0,11,0,1
901496,6,6.6,2,48.62,0,0,0,12,0,0
901497,5,1.8,1,37.5,0,0,1,6,0,0
901498,7,9.8,0,0.0,0,1,1,1,1,0
901499,7,2.4,3,60.79,0,0,1,13,0,1
901500,7,3.7,1,34.49,0,1,0,4,4,1
901501,2,1.3,0,0.0,0,0,0,2,0,0
901502,5,2.5,0,0.0,0,0,1,8,0,0
901503,5,0.3,1,53.24,0,1,1,22,2,0
901504,5,8.2,1,49.01,0,1,1,14,3,1
901505,8,1.1,0,0.0,0,0,1,3,0,0
901506,5,3.5,0,0.0,0,0,1,14,0,0
901507,3,2.3,2,33.06,0,1,1,7,0,0
901508,7,4.9,3,145.33,1,1,0,23,0,1
901509,5,6.6,0,0.0,0,1,0,3,3,1
901510,5,2.5,0,0.0,0,1,1,13,3,0
901511,5,0.7,2,84.61,1,1,1,7,0,1
901512,5,2.3,2,59.31,1,0,1,0,0,1
901513,5,1.8,0,0.0,0,0,1,2,0,0
901514,12,4.9,0,0.0,0,0,1,6,0,0
901515,5,4.0,2,120.55,0,0,0,21,0,0
901516,1,1.3,0,0.0,0,0,1,14,0,0
901517,7,0.5,1,33.47,0,1,0,8,2,0
901518,6,0.4,0,0.0,1,1,0,13,1,1
901519,7,3.9,0,0.0,0,1,1,13,1,0
901520,9,4.5,0,0.0,0,0,0,20,0,0
901521,7,3.2,1,24.75,0,0,0,14,0,0
901522,6,3.8,3,120.66,0,0,1,5,0,1
901523,6,4.1,1,17.15,0,1,1,4,2,0
901524,8,2.1,3,37.6,0,0,0,8,0,1
901525,6,4.9,1,43.42,1,0,1,23,0,0
901526,8,4.2,1,49.98,0,0,0,6,0,0
901527,7,3.8,0,0.0,0,1,1,21,2,1
901528,8,3.0,4,135.75,0,1,1,22,2,0
901529,7,2.7,0,0.0,0,1,1,4,3,0
901530,10,3.5,0,0.0,0,1,1,10,0,1
901531,5,1.8,1,45.76,0,0,1,22,0,0
901532,8,2.1,3,116.83,0,0,0,3,0,0
901533,9,4.1,4,173.01,1,0,1,22,0,0
901534,6,0.2,2,89.71,0,1,0,19,5,0
901535,8,6.2,1,22.12,1,1,0,14,3,1
901536,2,8.7,1,41.44,0,0,1,22,0,0
901537,6,0.2,0,0.0,1,1,1,2,2,0
901538,9,3.1,0,0.0,0,1,0,9,4,0
901539,7,3.3,0,0.0,0,1,0,0,0,0
901540,8,0.9,0,0.0,0,0,0,7,0,0
901541,10,0.1,0,0.0,1,0,1,13,0,0
901542,4,3.8,0,0.0,0,0,1,13,0,0
901543,3,3.2,1,38.29,1,1,1,13,2,1
901544,8,0.6,0,0.0,0,1,1,0,2,1
901545,9,1.7,0,0.0,1,1,0,21,1,1
901546,6,1.4,1,39.91,0,1,1,23,1,1
901547,4,4.0,0,0.0,1,0,1,17,0,1
901548,9,5.8,0,0.0,0,1,1,16,1,1
901549,6,0.2,0,0.0,0,0,1,9,0,0
901550,6,5.1,1,10.72,0,0,1,22,0,0
901551,9,8.3,2,79.62,0,1,1,17,0,1
901552,4,6.0,1,27.31,0,1,1,14,1,0
901553,7,6.9,0,0.0,0,1,0,17,1,0
901554,5,0.4,4,102.94,0,1,1,23,2,0
901555,7,7.2,1,25.18,0,1,1,8,0,0
901556,6,1.9,1,29.78,1,1,1,2,0,1
901557,7,2.0,0,0.0,0,1,1,12,2,1
901558,4,1.1,1,43.24,0,0,1,4,0,0
901559,3,4.5,0,0.0,1,1,0,14,3,1
901560,8,2.1,2,73.32,0,0,1,21,0,0
901561,10,1.3,0,0.0,1,1,0,5,1,0
901562,6,13.6,1,29.12,0,1,0,9,0,1
901563,1,0.9,0,0.0,0,1,1,6,2,0
901564,8,3.7,2,38.88,0,1,1,23,1,0
901565,8,10.1,0,0.0,0,1,1,11,3,0
901566,5,2.3,3,143.14,0,1,1,1,2,1
901567,6,3.4,2,16.38,1,1,1,20,1,1
901568,3,4.5,0,0.0,0,1,1,8,3,0
901569,4,1.9,0,0.0,1,1,0,17,1,1
901570,11,3.9,2,75.86,0,0,0,16,0,1
901571,8,0.6,0,0.0,0,1,1,4,1,0
901572,6,1.5,2,64.68,1,1,0,17,5,1
901573,13,19.5,1,30.44,0,1,1,0,5,0
901574,11,2.1,2,49.64,0,0,1,4,0,0
901575,10,2.6,1,53.56,1,0,1,22,0,0
901576,6,2.4,1,44.23,0,1,0,6,2,1
901577,3,22.3,0,0.0,0,1,1,7,1,0
901578,7,3.4,1,34.16,0,1,1,11,3,0
901579,9,3.4,0,0.0,1,0,1,12,0,0
901580,11,5.5,1,34.4,0,1,0,8,2,1
901581,10,1.3,4,93.6,0,1,0,0,2,1
901582,5,12.8,0,0.0,0,0,1,6,0,1
901583,12,1.0,1,24.43,0,0,0,9,0,0
901584,6,9.2,2,39.98,0,0,1,21,0,0
901585,6,5.7,2,141.39,0,0,1,6,0,1
901586,5,4.7,1,33.29,0,0,0,9,0,0
901587,7,1.1,1,24.6,1,1,0,23,0,1
901588,6,10.0,0,0.0,0,1,0,9,2,0
901589,11,2.9,2,37.96,0,0,0,8,0,1
901590,4,1.8,0,0.0,0,0,1,2,0,0
901591,3,2.5,2,89.25,0,0,1,4,0,0
901592,7,2.3,2,121.45,0,0,0,12,0,1
901593,5,2.1,1,47.29,1,0,1,16,0,0
901594,8,0.4,0,0.0,1,0,1,2,0,0
901595,4,4.3,1,51.74,0,0,1,9,0,0
901596,4,1.6,3,94.74,0,0,1,0,0,1
901597,10,1.5,2,34.85,0,0,0,18,0,1
901598,3,2.5,0,0.0,0,1,1,22,2,0
901599,3,1.9,1,51.49,1,1,0,0,1,1
901600,3,4.0,1,20.76,1,1,1,4,2,0
901601,6,3.3,0,0.0,0,1,1,9,1,1
901602,6,2.8,2,71.11,1,0,1,16,0,0
901603,9,0.9,0,0.0,0,1,1,0,1,0
901604,2,8.1,0,0.0,1,1,1,10,3,1
901605,5,0.1,0,0.0,0,0,0,0,0,0
901606,7,13.4,1,70.56,0,0,1,18,0,0
901607,3,0.1,2,88.48,0,1,0,7,3,1
901608,3,0.2,3,157.18,0,0,1,13,0,0
901609,7,0.9,2,71.5,0,1,1,3,6,0
901610,2,3.6,2,118.07,0,1,1,5,1,0
901611,7,1.4,3,77.15,0,0,1,12,0,0
901612,6,3.0,0,0.0,0,0,1,4,0,1
901613,8,5.6,2,67.63,0,0,0,23,0,0
901614,6,3.6,0,0.0,1,1,0,3,3,0
901615,6,0.3,0,0.0,0,1,1,21,2,0
901616,3,6.5,1,50.5,0,1,1,15,2,0
901617,6,3.7,0,0.0,0,0,1,11,0,0
901618,4,1.4,4,138.03,0,1,1,19,4,0
901619,4,2.8,3,141.54,0,0,0,10,0,0
901620,3,0.4,1,25.22,0,1,1,2,2,0
901621,4,6.7,2,27.69,0,1,1,21,0,1
901622,8,2.7,4,35.02,0,1,1,7,0,1
901623,15,0.3,3,170.75,0,1,0,14,2,0
901624,5,0.7,2,76.4,1,0,1,9,0,0
901625,2,1.9,3,122.58,0,0,1,18,0,1
901626,6,10.7,1,30.88,0,1,1,21,3,0
901627,7,11.1,3,116.82,0,1,0,12,5,1
901628,2,5.7,1,26.63,0,1,1,10,3,1
901629,5,0.1,0,0.0,0,1,0,5,3,0
901630,5,0.5,1,13.5,1,1,0,15,5,1
901631,4,9.8,2,25.05,0,1,1,8,1,1
901632,5,4.2,6,116.44,0,1,1,21,0,1
901633,7,0.4,1,24.89,1,0,1,22,0,1
901634,7,1.0,0,0.0,0,0,1,19,0,0
901635,5,13.6,0,0.0,0,0,1,12,0,0
901636,5,5.2,2,97.68,0,1,1,5,2,1
901637,6,4.3,1,5.0,0,1,1,8,4,1
901638,9,3.9,0,0.0,0,1,1,0,2,0
901639,6,23.3,1,30.47,0,1,0,0,2,1
901640,10,3.0,1,16.3,0,1,0,4,0,1
901641,5,0.6,0,0.0,0,0,1,9,0,0
901642,3,7.5,2,60.43,1,1,1,16,2,1
901643,9,1.2,1,23.52,1,1,0,7,2,1
901644,3,0.1,2,57.21,0,1,0,12,4,1
901645,7,5.8,1,31.15,0,1,0,9,1,1
901646,3,4.6,1,42.38,0,1,0,18,2,1
901647,2,2.9,0,0.0,0,0,1,11,0,0
901648,9,1.2,0,0.0,0,0,0,14,0,0
901649,2,10.8,2,23.4,1,1,1,15,3,1
901650,1,1.5,2,51.29,0,0,1,6,0,0
901651,8,8.2,3,114.06,0,1,1,22,3,1
901652,6,0.1,1,26.28,0,1,0,7,3,1
901653,3,1.4,1,36.76,0,0,1,13,0,0
901654,4,7.7,0,0.0,0,1,1,15,0,0
901655,6,6.6,1,48.78,0,0,1,21,0,1
901656,6,2.5,3,115.35,1,0,0,4,0,0
901657,6,6.2,3,136.6,0,0,0,23,0,0
901658,4,0.4,0,0.0,0,1,1,2,1,0
901659,5,4.4,0,0.0,0,0,1,1,0,0
901660,4,14.5,3,88.73,0,1,1,3,1,0
901661,7,3.4,1,24.92,0,1,0,1,5,1
901662,6,11.8,1,51.1,0,0,0,18,0,0
901663,7,16.0,3,82.45,0,1,1,22,3,1
901664,5,6.8,4,87.82,0,0,1,12,0,0
901665,9,10.7,1,21.59,0,0,0,1,0,0
901666,10,2.0,1,29.03,0,0,1,4,0,0
901667,3,9.0,0,0.0,0,1,0,4,2,0
901668,7,3.5,1,40.0,0,1,0,12,3,0
901669,5,1.2,3,132.81,0,0,0,3,0,1
901670,3,5.8,1,35.37,1,0,1,18,0,0
901671,5,1.5,1,46.39,0,0,0,13,0,1
901672,5,3.4,2,89.6,0,1,1,17,4,1
901673,8,3.5,1,23.91,0,0,0,12,0,0
901674,6,0.8,1,23.3,0,0,1,12,0,0
901675,7,4.7,3,89.0,0,1,1,2,2,0
901676,8,2.2,0,0.0,0,1,1,11,2,0
901677,7,1.2,0,0.0,0,0,1,14,0,0
901678,11,6.9,3,96.91,1,0,1,8,0,1
901679,6,5.7,1,54.58,0,1,1,0,4,0
901680,9,7.2,0,0.0,0,1,0,14,2,0
901681,8,6.4,1,31.42,0,0,1,20,0,0
901682,5,0.5,2,93.49,0,1,0,1,1,0
901683,4,5.7,3,99.21,0,1,1,5,1,1
901684,8,0.7,1,40.67,0,0,1,14,0,0
901685,4,0.8,3,35.54,1,1,0,5,4,1
901686,7,2.1,0,0.0,0,1,0,22,2,1
901687,12,18.2,2,73.99,0,0,1,16,0,0
901688,5,8.4,1,31.83,0,0,1,1,0,1
901689,9,10.4,0,0.0,0,1,1,12,6,0
901690,5,1.1,0,0.0,0,0,1,21,0,0
901691,5,5.1,3,127.13,0,1,1,15,2,1
901692,1,1.0,0,0.0,1,1,0,13,4,0
901693,5,2.1,1,35.24,1,1,0,3,3,1
901694,3,3.8,0,0.0,0,0,0,8,0,0
901695,6,3.7,0,0.0,1,0,0,8,0,0
901696,7,17.7,2,19.87,0,1,1,4,5,1
901697,13,1.0,1,22.9,0,1,1,7,1,0
901698,5,15.5,0,0.0,0,1,1,18,4,0
901699,6,10.1,2,102.37,0,1,1,23,1,0
901700,2,4.2,1,44.46,0,1,1,19,2,1
901701,7,4.5,3,75.68,0,0,1,18,0,1
901702,9,5.8,0,0.0,0,0,0,20,0,0
901703,5,0.8,2,88.09,1,0,1,22,0,1
901704,10,3.1,0,0.0,1,0,1,10,0,1
901705,3,0.2,3,115.22,0,0,0,14,0,1
901706,2,6.4,0,0.0,0,0,0,7,0,1
901707,4,0.1,1,40.87,0,1,1,16,0,0
901708,8,0.1,0,0.0,1,1,0,10,1,0
901709,3,2.2,0,0.0,1,0,1,5,0,0
901710,4,2.9,3,169.76,0,0,1,10,0,0
901711,5,0.8,2,115.78,0,0,1,2,0,1
901712,10,0.3,1,10.59,0,1,0,21,5,0
901713,12,3.0,4,129.04,0,1,1,13,4,0
901714,12,2.4,0,0.0,1,1,1,3,3,0
901715,5,0.2,0,0.0,1,1,1,17,0,1
901716,6,4.3,3,134.18,0,0,1,0,0,0
901717,8,2.6,1,56.75,0,0,1,15,0,0
901718,5,2.1,2,69.45,0,1,0,19,1,1
901719,6,1.2,4,214.99,1,1,1,21,3,1
901720,3,5.9,1,27.06,0,1,0,1,2,0
901721,5,0.1,3,52.81,0,1,0,8,2,1
901722,6,19.1,2,60.65,1,1,1,13,1,1
901723,4,0.1,0,0.0,0,1,0,4,1,1
901724,7,1.8,1,40.15,0,0,1,0,0,1
901725,6,1.0,2,96.1,1,1,0,3,1,1
901726,3,9.4,2,42.3,1,1,1,4,2,1
901727,7,0.1,1,18.75,0,1,1,0,3,1
901728,9,0.1,1,45.55,1,0,1,6,0,0
901729,6,6.1,0,0.0,0,0,1,13,0,0
901730,5,6.0,1,44.35,0,1,0,5,1,0
901731,5,13.5,2,50.25,0,0,0,7,0,1
901732,7,7.8,1,27.11,0,0,1,4,0,0
901733,7,8.1,0,0.0,0,0,1,10,0,0
901734,4,3.3,2,89.71,0,1,1,3,0,0
901735,9,2.9,0,0.0,0,1,1,9,1,0
901736,6,3.4,5,162.44,0,0,1,5,0,1
901737,5,5.2,2,101.07,0,1,1,12,3,0
901738,5,2.2,1,40.34,0,0,0,8,0,0
901739,6,4.4,2,79.72,0,0,0,10,0,0
901740,6,1.5,0,0.0,0,0,0,8,0,0
901741,5,1.1,3,128.78,0,1,1,18,2,1
901742,8,10.7,3,95.85,0,1,1,9,0,1
901743,11,2.2,1,57.33,0,1,1,9,2,0
901744,4,1.9,1,34.98,0,0,0,18,0,0
901745,6,1.5,0,0.0,0,0,0,23,0,0
901746,4,1.8,2,100.66,0,1,1,2,1,1
901747,4,4.0,2,72.02,0,1,1,11,7,0
901748,9,2.4,3,74.34,0,1,1,14,2,1
901749,9,5.1,3,49.86,0,0,1,6,0,1
901750,1,3.9,0,0.0,0,1,1,9,2,1
901751,3,1.6,2,26.17,0,1,1,19,4,0
901752,3,0.8,0,0.0,0,1,1,4,2,0
901753,9,2.7,1,45.31,0,0,0,8,0,0
901754,5,2.7,0,0.0,0,0,0,1,0,0
901755,7,0.8,1,65.39,0,0,0,11,0,0
901756,6,14.0,1,17.99,1,0,1,4,0,0
901757,6,1.6,1,41.36,0,1,0,6,2,1
901758,12,0.6,4,160.89,0,0,0,4,0,1
901759,4,5.5,1,29.92,0,0,0,19,0,0
901760,2,1.7,1,33.13,0,1,1,7,5,0
901761,3,5.9,1,54.95,0,0,0,13,0,0
901762,6,3.9,0,0.0,0,0,1,13,0,0
901763,3,0.7,4,184.91,0,0,1,7,0,1
901764,5,1.5,2,47.55,0,1,1,16,3,0
901765,7,1.9,2,81.9,0,1,1,17,0,0
901766,8,2.8,1,44.8,0,1,1,8,1,1
901767,6,0.9,1,45.38,0,0,1,4,0,0
901768,6,3.7,2,36.48,1,0,0,6,0,0
901769,8,5.1,2,78.18,1,0,1,9,0,1
901770,7,8.6,2,77.95,0,0,1,7,0,0
901771,4,13.1,5,242.18,0,1,0,7,3,1
901772,5,0.2,1,31.83,0,0,1,2,0,0
901773,7,9.8,2,42.31,0,1,1,18,1,0
901774,6,4.1,1,23.62,0,0,0,17,0,0
901775,8,0.9,2,78.72,0,1,1,17,3,0
901776,7,12.8,1,48.94,0,1,1,1,5,1
901777,5,2.3,2,61.21,0,0,1,18,0,0
901778,1,4.0,2,77.03,0,0,1,10,0,0
901779,5,7.9,1,10.42,1,1,1,1,1,0
901780,7,0.6,0,0.0,1,0,1,3,0,0
901781,5,9.3,3,122.14,0,0,1,15,0,1
901782,4,3.0,1,40.5,1,1,1,21,2,0
901783,11,5.2,2,87.16,0,0,1,5,0,0
901784,5,1.4,2,19.83,0,0,1,10,0,0
901785,5,0.8,2,104.91,0,1,1,23,1,0
901786,5,1.0,1,28.28,0,1,1,6,4,1
901787,6,1.7,0,0.0,0,0,1,12,0,0
901788,4,3.1,0,0.0,0,1,0,18,1,1
901789,7,4.7,1,35.98,1,0,1,21,0,0
901790,9,2.7,0,0.0,0,1,1,21,1,0
901791,4,4.8,1,43.64,1,1,1,13,2,1
901792,4,6.1,0,0.0,0,0,1,7,0,0
901793,3,13.6,1,30.0,0,1,1,7,1,0
901794,10,2.2,2,99.44,0,0,1,15,0,1
901795,5,14.0,2,16.69,1,0,0,21,0,1
901796,8,2.7,2,67.98,0,0,1,22,0,0
901797,5,2.7,0,0.0,0,1,0,11,3,0
901798,4,4.2,0,0.0,0,0,1,16,0,0
901799,6,18.8,0,0.0,0,1,0,0,2,1
901800,5,0.7,0,0.0,0,0,1,15,0,0
901801,3,1.0,0,0.0,0,0,0,9,0,0
901802,5,6.2,2,52.5,0,1,1,19,3,0
901803,8,6.7,1,29.53,0,1,1,22,2,1
901804,5,6.1,1,37.48,0,1,0,17,4,0
901805,7,0.3,2,54.58,0,1,1,0,1,1
901806,7,2.1,1,49.34,0,1,1,19,2,0
901807,8,41.1,2,61.1,0,1,1,3,4,0
901808,6,0.6,3,142.03,0,1,0,8,3,1
901809,5,1.2,0,0.0,0,0,1,3,0,0
901810,12,16.9,1,42.52,0,0,1,15,0,0
901811,9,0.5,2,65.0,0,0,1,14,0,0
901812,4,4.9,0,0.0,0,1,0,0,1,0
901813,12,0.1,1,57.98,0,1,1,19,0,0
901814,6,0.4,2,75.02,0,1,1,18,4,1
901815,4,7.5,1,57.83,0,1,1,0,5,1
901816,6,1.2,0,0.0,1,1,1,12,2,1
901817,5,0.1,2,74.81,0,1,1,19,1,1
901818,7,2.3,1,33.73,0,0,0,23,0,1
901819,5,0.5,1,22.97,0,0,0,3,0,0
901820,7,2.4,1,52.57,0,0,0,8,0,0
901821,4,3.1,2,73.78,1,1,1,8,1,1
901822,3,0.4,3,89.91,1,1,0,11,2,1
901823,4,0.5,1,26.43,0,0,0,17,0,0
901824,11,0.4,2,115.46,0,1,1,20,3,0
901825,7,3.1,0,0.0,0,1,0,22,0,1
901826,5,3.8,2,66.32,0,0,1,3,0,1
901827,6,4.9,0,0.0,1,0,1,23,0,0
901828,2,7.3,0,0.0,0,1,0,19,4,0
901829,6,2.8,1,28.83,0,1,1,5,3,0
901830,9,4.6,1,42.51,0,1,0,1,0,0
901831,5,11.6,2,84.96,0,1,1,23,2,0
901832,5,34.5,0,0.0,0,0,0,9,0,0
901833,8,2.1,4,121.65,0,0,0,19,0,1
901834,4,0.1,1,27.71,0,0,1,17,0,0
901835,5,4.8,0,0.0,0,1,1,11,1,0
901836,3,5.7,1,38.03,0,0,1,6,0,1
901837,7,9.0,3,107.87,0,0,1,15,0,1
901838,7,2.6,0,0.0,0,1,1,15,5,1
901839,5,0.2,1,47.49,1,1,1,14,3,1
901840,5,3.0,4,155.24,0,1,1,15,0,1
901841,7,8.0,0,0.0,0,1,0,21,3,0
901842,6,1.4,1,30.84,1,0,0,6,0,1
901843,6,9.3,3,132.41,1,1,0,9,3,1
901844,4,3.7,1,13.88,0,0,0,6,0,0
901845,4,7.0,1,34.58,0,1,1,20,0,0
901846,7,7.0,2,90.07,0,0,1,19,0,1
901847,6,2.5,1,37.98,0,0,1,18,0,0
901848,4,0.5,2,87.72,1,1,1,16,4,1
901849,8,1.9,1,9.96,0,1,0,3,4,0
901850,4,1.9,1,19.4,1,0,0,22,0,0
901851,4,0.1,0,0.0,0,1,0,11,3,0
901852,5,8.8,0,0.0,1,0,1,20,0,1
901853,10,7.1,1,31.82,0,0,1,19,0,0
901854,8,10.6,1,38.33,1,1,1,10,1,1
901855,6,2.3,0,0.0,0,0,0,23,0,0
901856,7,0.7,0,0.0,0,0,1,18,0,0
901857,7,0.6,2,53.38,0,0,1,1,0,0
901858,3,1.1,0,0.0,0,1,1,16,4,0
901859,8,7.4,4,209.86,0,0,1,23,0,0
901860,8,1.7,0,0.0,0,1,0,15,1,0
901861,5,13.7,0,0.0,0,0,1,20,0,0
901862,7,0.3,1,18.93,0,0,1,22,0,0
901863,6,4.1,0,0.0,1,1,0,16,3,1
901864,5,4.8,0,0.0,0,1,1,7,4,0
901865,5,4.1,1,56.11,0,0,1,8,0,0
901866,6,0.7,0,0.0,1,0,0,19,0,0
901867,5,0.3,0,0.0,0,0,1,21,0,0
901868,10,0.8,1,21.57,0,0,0,12,0,0
901869,9,0.1,1,21.12,0,1,1,6,1,1
901870,6,4.9,1,33.84,0,1,1,2,2,0
901871,3,2.7,1,36.67,1,1,0,2,1,1
901872,4,6.4,2,82.47,0,0,1,7,0,0
901873,3,0.7,1,40.7,0,1,1,0,1,1
901874,7,7.0,1,35.21,0,1,0,20,2,0
901875,7,2.1,0,0.0,0,1,1,9,2,1
901876,5,5.4,0,0.0,1,1,0,10,3,1
901877,8,0.5,2,86.27,1,1,0,14,2,0
901878,5,6.3,3,19.36,0,0,1,17,0,0
901879,2,11.8,2,72.39,1,0,0,5,0,1
901880,11,2.2,0,0.0,1,0,1,1,0,0
901881,8,1.0,2,64.68,0,0,1,1,0,1
901882,4,1.5,2,89.55,0,0,1,8,0,0
901883,8,4.3,1,46.82,0,1,0,0,3,1
901884,2,0.7,2,74.91,0,0,1,17,0,1
901885,5,1.8,0,0.0,0,0,1,17,0,0
901886,8,3.2,1,26.65,1,0,1,17,0,0
901887,6,2.1,0,0.0,0,1,1,9,0,0
901888,6,8.4,3,90.04,0,1,1,10,2,0
901889,3,2.2,0,0.0,0,1,1,15,2,0
901890,9,3.5,1,39.36,0,1,1,11,1,1
901891,4,1.7,3,35.78,1,0,0,7,0,1
901892,5,3.9,0,0.0,1,1,1,6,0,1
901893,6,1.3,1,27.81,0,0,0,3,0,0
901894,4,5.1,1,55.31,0,0,1,3,0,0
901895,6,1.1,2,50.6,0,1,1,2,2,0
901896,2,5.8,5,174.02,0,1,0,0,0,1
901897,7,6.5,1,16.11,0,1,0,0,0,0
901898,4,2.0,3,110.67,0,1,1,19,2,1
901899,9,0.1,0,0.0,0,1,0,10,1,0
901900,9,12.9,1,25.0,0,1,0,1,0,0
901901,6,0.4,1,46.18,0,1,0,2,0,0
901902,7,2.7,0,0.0,1,0,1,15,0,0
901903,3,5.2,1,34.77,1,1,1,22,2,1
901904,8,1.9,1,42.44,1,1,1,4,3,1
901905,3,0.1,1,19.92,0,0,1,8,0,0
901906,4,5.1,1,25.8,0,1,0,15,3,1
901907,5,2.3,3,72.39,0,1,0,21,2,1
901908,8,1.8,1,55.29,0,1,0,23,1,1
901909,7,0.5,3,142.96,0,0,1,1,0,0
901910,12,0.1,1,46.85,0,0,0,20,0,1
901911,10,3.1,1,47.12,0,1,0,2,3,0
901912,6,0.1,2,89.41,0,1,0,9,0,1
901913,6,2.4,4,62.1,0,0,1,11,0,0
901914,4,7.8,3,83.53,0,0,0,2,0,0
901915,5,3.0,1,32.39,0,0,1,19,0,0
901916,5,9.7,1,36.59,0,1,1,1,2,0
901917,4,1.0,2,45.59,0,1,0,17,1,0
901918,2,0.2,0,0.0,0,1,0,14,1,1
901919,12,0.3,0,0.0,1,1,1,5,0,0
901920,3,1.4,2,51.8,0,1,1,16,4,0
901921,6,1.9,1,30.59,0,1,1,9,2,0
901922,3,3.8,5,200.56,0,1,0,11,1,1
901923,9,7.2,1,33.15,0,0,1,14,0,0
901924,3,1.6,1,49.62,0,0,1,10,0,0
901925,7,3.8,1,42.45,1,0,1,7,0,1
901926,5,5.9,1,31.27,0,1,1,0,2,0
901927,5,5.8,4,161.56,1,1,1,3,2,1
901928,5,1.9,0,0.0,0,1,1,12,0,1
901929,5,2.6,1,27.93,0,1,0,10,3,1
901930,9,2.2,1,35.7,0,1,1,5,4,1
901931,9,1.7,2,79.96,1,1,1,11,3,1
901932,5,10.1,2,94.08,0,1,1,21,5,1
901933,4,7.9,0,0.0,0,1,1,5,1,0
901934,6,2.1,1,50.28,0,1,0,8,4,0
901935,6,7.6,1,23.03,0,1,0,8,3,1
901936,4,1.2,1,15.85,0,0,1,15,0,0
901937,4,1.1,0,0.0,1,0,0,3,0,0
901938,8,3.6,2,67.02,0,0,0,19,0,0
901939,5,3.8,0,0.0,0,1,1,12,4,0
901940,8,8.8,1,54.58,0,1,1,0,6,1
901941,5,1.2,2,65.49,0,1,0,19,4,0
901942,4,0.2,0,0.0,0,0,1,5,0,0
901943,7,1.2,0,0.0,0,1,1,5,2,0
901944,6,0.9,1,10.59,0,0,0,0,0,1
901945,3,12.5,2,47.86,0,1,0,21,2,1
901946,6,0.7,1,27.37,0,1,1,21,5,0
901947,7,9.0,2,30.64,0,0,1,2,0,0
901948,5,2.7,0,0.0,0,1,1,19,2,0
901949,3,2.2,1,38.2,1,0,0,23,0,1
901950,7,3.1,1,45.92,1,0,0,23,0,0
901951,6,5.9,1,25.92,0,0,1,23,0,0
901952,6,2.5,2,25.06,0,1,0,13,2,1
901953,9,1.3,1,31.07,0,0,1,13,0,0
901954,7,1.1,1,19.99,1,0,1,3,0,0
901955,7,1.8,1,34.68,0,0,1,16,0,0
901956,3,3.6,3,136.23,0,0,0,8,0,0
901957,4,2.6,2,57.27,0,1,1,18,3,0
901958,6,1.4,0,0.0,1,1,0,11,0,1
901959,4,2.8,2,20.82,0,0,1,4,0,0
901960,7,2.8,1,30.33,0,1,0,11,3,1
901961,5,8.7,0,0.0,0,0,0,7,0,0
901962,1,3.5,1,41.7,0,0,0,0,0,1
901963,5,3.3,5,128.12,0,0,0,7,0,0
901964,7,3.7,0,0.0,0,1,1,19,3,0
901965,5,1.5,0,0.0,0,0,0,7,0,0
901966,7,2.8,2,82.21,0,1,1,15,3,0
901967,10,5.6,0,0.0,0,1,0,7,1,0
901968,3,1.1,1,32.67,0,0,0,5,0,0
901969,3,5.6,0,0.0,0,1,1,16,4,1
901970,5,2.7,2,89.51,0,0,0,8,0,0
901971,4,2.3,0,0.0,0,1,1,9,5,1
901972,3,0.1,0,0.0,0,0,1,11,0,0
901973,4,0.6,2,78.36,0,1,1,7,4,0
901974,5,0.3,2,81.09,0,0,1,16,0,0
901975,7,9.0,0,0.0,0,1,0,17,6,0
901976,7,1.2,1,54.74,1,0,0,2,0,0
901977,5,7.3,0,0.0,0,1,1,19,4,0
901978,14,3.4,2,109.85,0,1,1,17,3,0
901979,6,0.4,0,0.0,0,1,1,3,3,1
901980,7,1.7,2,72.97,0,1,0,2,4,1
901981,8,2.5,2,64.47,0,0,1,11,0,0
901982,8,5.8,1,36.35,0,1,1,20,0,1
901983,6,0.3,1,35.12,0,1,0,7,1,0
901984,6,0.8,0,0.0,0,1,1,11,1,1
901985,3,1.3,2,40.86,0,1,0,13,2,0
901986,6,3.6,2,65.34,0,1,1,6,1,1
901987,4,0.5,0,0.0,0,1,1,10,1,1
901988,13,0.3,0,0.0,1,0,1,4,0,0
901989,4,3.8,2,70.42,0,0,1,13,0,0
901990,5,5.0,1,53.06,1,1,0,7,2,1
901991,7,2.2,1,40.79,0,1,0,18,2,1
901992,6,1.9,3,70.57,0,1,1,8,3,1
901993,6,6.3,0,0.0,0,1,1,9,0,0
901994,7,1.6,1,48.83,0,1,0,11,2,0
901995,9,2.1,0,0.0,0,1,1,11,1,0
901996,5,1.4,1,36.62,0,1,1,9,4,0
901997,11,0.3,3,119.72,0,0,1,7,0,0
901998,6,8.1,2,64.74,0,1,1,8,2,1
901999,6,7.9,1,24.05,1,1,0,2,3,1
902000,3,5.8,0,0.0,0,0,1,19,0,0
902001,5,0.9,0,0.0,0,1,1,5,2,0
902002,9,0.8,2,58.82,0,0,1,1,0,0
902003,12,4.8,3,85.72,0,0,0,5,0,1
902004,4,0.8,1,43.9,1,1,1,18,3,1
902005,10,0.3,1,63.6,0,1,1,11,3,0
